stationID,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,WD,TEMP,RH,BP,RAIN
101t,2023-09-23 10:00:00,7.0,16.0,32.0,0.18,1.0,,1.6,359,31.2,68,741,0.0
101t,2023-09-23 11:00:00,5.0,14.0,28.0,0.15,,,1.8,349,32.3,62,740,0.0
101t,2023-09-23 12:00:00,5.0,10.0,27.0,0.14,1.0,,1.9,13,32.2,62,739,0.0
101t,2023-09-24 08:00:00,7.0,17.0,19.0,0.19,1.0,,1.5,301,30.8,74,739,0.0
101t,2023-09-24 09:00:00,9.0,23.0,26.0,0.2,1.0,,1.5,296,31.4,73,740,0.0
101t,2023-09-24 10:00:00,8.0,15.0,30.0,0.18,1.0,,1.3,316,32.0,68,740,0.0
101t,2023-09-24 11:00:00,8.0,16.0,33.0,0.18,1.0,,1.4,259,32.4,67,739,0.0
101t,2023-09-24 12:00:00,8.0,15.0,36.0,0.18,1.0,,1.3,292,33.2,63,738,0.0
101t,2023-09-25 08:00:00,15.0,27.0,23.0,0.25,2.0,,1.5,304,29.4,79,738,0.0
101t,2023-09-25 09:00:00,12.0,24.0,35.0,0.2,1.0,,1.2,310,31.6,69,738,0.0
101t,2023-09-25 10:00:00,10.0,22.0,39.0,0.18,1.0,,1.1,302,32.7,63,738,0.0
101t,2023-09-25 11:00:00,10.0,18.0,38.0,0.17,1.0,,1.9,325,33.1,61,738,0.0
101t,2023-09-25 12:00:00,10.0,17.0,37.0,0.17,1.0,,1.3,308,33.3,61,737,0.0
101t,2023-09-26 08:00:00,5.0,12.0,15.0,0.19,2.0,,1.4,327,25.8,94,738,0.8
101t,2023-09-26 09:00:00,5.0,13.0,18.0,0.15,2.0,,1.7,307,25.4,94,738,1.8
101t,2023-09-26 10:00:00,5.0,12.0,20.0,0.14,1.0,,2.5,300,25.3,95,738,2.0
101t,2023-09-26 11:00:00,4.0,10.0,21.0,0.14,1.0,,1.9,312,25.7,94,738,1.4
101t,2023-09-26 12:00:00,4.0,9.0,22.0,0.14,1.0,,1.8,304,26.2,93,737,0.6
101t,2023-09-27 08:00:00,4.0,8.0,26.0,0.16,1.0,,2.9,187,26.1,89,738,0.0
101t,2023-09-27 09:00:00,4.0,9.0,31.0,0.17,1.0,,2.7,193,27.4,83,738,0.0
101t,2023-09-27 10:00:00,4.0,9.0,36.0,0.16,1.0,,2.6,192,28.9,77,738,0.0
101t,2023-09-27 11:00:00,5.0,10.0,35.0,0.16,1.0,,2.4,186,29.0,77,737,0.0
101t,2023-09-27 12:00:00,5.0,11.0,35.0,0.16,1.0,,3.0,192,29.2,77,737,0.0
101t,2023-09-28 08:00:00,3.0,7.0,17.0,0.14,1.0,,3.0,177,25.8,93,740,0.0
101t,2023-09-28 09:00:00,3.0,6.0,18.0,0.14,1.0,,3.0,180,26.5,90,740,0.0
101t,2023-09-28 10:00:00,4.0,8.0,18.0,0.2,,,3.2,185,27.4,86,740,0.0
101t,2023-09-28 11:00:00,5.0,12.0,,,,,4.0,189,28.4,81,740,0.0
101t,2023-09-28 12:00:00,4.0,10.0,,,,,3.8,185,28.6,80,739,0.0
101t,2023-09-29 08:00:00,4.0,13.0,17.0,0.14,1.0,,2.5,187,26.9,85,742,0.0
101t,2023-09-29 09:00:00,5.0,12.0,20.0,0.13,1.0,,2.3,196,28.8,78,742,0.0
101t,2023-09-29 10:00:00,4.0,11.0,23.0,0.12,1.0,,2.6,214,30.3,71,742,0.0
101t,2023-09-29 11:00:00,4.0,11.0,24.0,0.14,1.0,,2.6,200,30.5,70,742,0.0
101t,2023-09-29 12:00:00,5.0,14.0,24.0,0.13,1.0,,1.9,249,29.5,78,741,2.4
101t,2023-09-30 08:00:00,6.0,15.0,17.0,0.17,2.0,,0.9,329,28.0,80,742,0.0
101t,2023-09-30 09:00:00,5.0,13.0,24.0,0.15,2.0,,0.9,323,29.8,70,742,0.0
101t,2023-09-30 10:00:00,5.0,15.0,28.0,0.16,2.0,,1.4,29,29.6,72,742,0.0
101t,2023-09-30 11:00:00,5.0,16.0,32.0,0.15,1.0,,1.1,163,30.8,70,742,0.0
101t,2023-09-30 12:00:00,4.0,12.0,34.0,0.15,1.0,,1.2,267,31.5,66,741,0.0
101t,2023-10-01 08:00:00,7.0,15.0,19.0,0.16,2.0,,1.9,298,29.0,77,741,0.0
101t,2023-10-01 09:00:00,6.0,18.0,26.0,0.16,1.0,,2.1,296,30.4,72,741,0.0
101t,2023-10-01 10:00:00,6.0,15.0,31.0,0.15,1.0,,1.8,299,31.7,68,740,0.0
101t,2023-10-01 11:00:00,5.0,16.0,33.0,0.15,1.0,,1.9,289,32.5,65,740,0.0
101t,2023-10-01 12:00:00,6.0,12.0,,,,,1.5,308,32.8,65,739,0.0
101t,2023-10-02 08:00:00,5.0,14.0,21.0,0.18,2.0,,1.5,306,28.7,79,741,0.0
101t,2023-10-02 09:00:00,6.0,15.0,28.0,0.17,1.0,,1.9,307,31.0,73,741,0.0
101t,2023-10-02 10:00:00,6.0,15.0,28.0,0.17,1.0,,1.8,305,31.8,70,741,0.0
101t,2023-10-02 11:00:00,7.0,16.0,,,,,2.4,291,32.6,66,740,0.0
101t,2023-10-02 12:00:00,4.0,12.0,27.0,0.16,,,2.1,297,33.2,64,740,0.0
101t,2023-10-03 08:00:00,10.0,19.0,9.0,0.24,4.0,,1.8,45,26.3,97,741,1.6
101t,2023-10-03 09:00:00,8.0,15.0,20.0,0.21,2.0,,1.0,316,27.7,92,741,0.0
101t,2023-10-03 10:00:00,9.0,15.0,,,,,1.0,299,29.6,83,741,0.0
101t,2023-10-03 11:00:00,10.0,17.0,38.0,0.23,2.0,,1.6,300,30.6,79,740,0.0
101t,2023-10-03 12:00:00,9.0,17.0,40.0,0.22,1.0,,1.5,286,31.7,74,740,0.0
101t,2023-10-04 08:00:00,6.0,15.0,16.0,0.23,2.0,,1.1,316,27.3,89,741,0.0
101t,2023-10-04 09:00:00,6.0,13.0,,,,,0.5,260,27.8,85,741,0.0
101t,2023-10-04 10:00:00,6.0,14.0,24.0,0.21,2.0,,1.3,174,28.6,84,741,0.0
101t,2023-10-04 11:00:00,8.0,25.0,34.0,0.23,2.0,,1.0,2,30.1,76,740,0.0
101t,2023-10-04 12:00:00,7.0,21.0,32.0,0.21,1.0,,1.1,338,31.4,72,739,0.0
101t,2023-10-05 08:00:00,5.0,12.0,,,,,1.5,47,28.6,85,740,0.0
101t,2023-10-05 09:00:00,4.0,11.0,21.0,0.17,1.0,,1.5,86,30.4,76,740,0.0
101t,2023-10-05 10:00:00,4.0,10.0,24.0,0.16,1.0,,1.7,119,31.6,70,740,0.0
101t,2023-10-05 11:00:00,4.0,10.0,26.0,0.17,1.0,,1.7,167,31.4,70,739,0.2
101t,2023-10-05 12:00:00,4.0,11.0,26.0,0.16,1.0,,1.4,151,32.1,68,738,0.0
101t,2023-10-06 08:00:00,4.0,11.0,18.0,0.09,1.0,,2.2,193,28.9,80,740,0.0
101t,2023-10-06 09:00:00,4.0,12.0,21.0,0.08,1.0,,2.2,207,30.2,75,741,0.0
101t,2023-10-06 10:00:00,3.0,9.0,21.0,0.07,1.0,,2.8,196,31.1,71,740,0.0
101t,2023-10-06 11:00:00,3.0,7.0,22.0,0.07,1.0,,3.0,193,31.5,69,739,0.0
101t,2023-10-06 12:00:00,3.0,7.0,20.0,0.07,,,2.6,193,32.1,67,738,0.0
101t,2023-10-07 08:00:00,6.0,12.0,15.0,0.06,1.0,,2.6,185,28.3,87,741,0.0
101t,2023-10-07 09:00:00,6.0,13.0,21.0,0.04,1.0,,3.0,192,29.5,80,741,0.0
101t,2023-10-07 10:00:00,6.0,11.0,24.0,0.03,1.0,,2.7,200,30.1,77,741,0.0
101t,2023-10-07 11:00:00,5.0,11.0,24.0,0.02,,,2.6,206,30.8,73,740,0.0
101t,2023-10-07 12:00:00,5.0,10.0,26.0,0.01,,,2.3,210,31.7,69,739,0.0
101t,2023-10-08 08:00:00,6.0,15.0,14.0,0.09,1.0,,1.8,206,27.8,85,742,0.0
101t,2023-10-08 09:00:00,8.0,18.0,20.0,0.04,1.0,,1.5,230,29.8,76,742,0.0
101t,2023-10-08 10:00:00,7.0,17.0,26.0,0.03,1.0,,1.7,277,31.3,69,742,0.0
101t,2023-10-08 11:00:00,7.0,17.0,27.0,0.03,1.0,,1.7,259,31.6,68,741,0.0
101t,2023-10-08 12:00:00,7.0,16.0,28.0,0.04,,,1.9,264,32.2,66,740,0.0
101t,2023-10-09 08:00:00,8.0,22.0,17.0,0.07,1.0,,1.5,59,27.0,88,742,0.0
101t,2023-10-09 09:00:00,8.0,20.0,24.0,0.06,1.0,,1.6,5,28.7,79,742,0.0
101t,2023-10-09 10:00:00,8.0,17.0,28.0,0.06,1.0,,1.9,29,29.5,74,742,0.0
101t,2023-10-09 11:00:00,9.0,20.0,28.0,0.07,1.0,,1.5,46,29.2,74,742,0.0
101t,2023-10-09 12:00:00,9.0,21.0,29.0,0.06,1.0,,1.7,103,30.4,71,741,0.0
101t,2023-10-10 08:00:00,16.0,30.0,26.0,0.35,2.0,,1.6,76,25.7,92,743,0.2
101t,2023-10-10 09:00:00,11.0,27.0,35.0,0.22,2.0,,2.1,83,27.3,82,743,0.0
101t,2023-10-10 10:00:00,10.0,22.0,38.0,0.2,3.0,,1.8,88,28.6,76,742,0.0
101t,2023-10-10 11:00:00,10.0,19.0,37.0,0.2,3.0,,1.6,182,29.8,73,742,0.0
101t,2023-10-10 12:00:00,10.0,20.0,38.0,0.19,1.0,,1.4,244,30.3,75,741,0.0
101t,2023-10-11 08:00:00,6.0,11.0,31.0,0.22,1.0,,1.6,91,27.1,82,743,0.0
101t,2023-10-11 09:00:00,6.0,16.0,36.0,0.23,1.0,,3.1,55,27.9,78,743,0.0
101t,2023-10-11 10:00:00,7.0,15.0,37.0,0.25,1.0,,3.4,57,28.6,76,743,0.0
101t,2023-10-11 11:00:00,6.0,14.0,38.0,0.22,1.0,,2.6,76,29.7,73,742,0.0
101t,2023-10-11 12:00:00,5.0,14.0,40.0,0.22,1.0,,2.6,59,30.2,71,741,0.0
101t,2023-10-12 08:00:00,7.0,18.0,38.0,0.24,2.0,,3.4,52,27.1,78,744,0.0
101t,2023-10-12 09:00:00,6.0,17.0,41.0,0.23,1.0,,3.6,54,28.7,72,744,0.0
101t,2023-10-12 10:00:00,7.0,18.0,42.0,0.22,1.0,,3.1,50,29.7,70,744,0.0
101t,2023-10-12 11:00:00,6.0,15.0,41.0,0.22,1.0,,3.1,58,29.9,71,743,0.0
101t,2023-10-12 12:00:00,7.0,16.0,41.0,0.23,1.0,,2.5,48,30.4,70,742,0.0
101t,2023-10-13 08:00:00,6.0,12.0,,,,,3.3,11,27.7,76,743,0.0
101t,2023-10-13 09:00:00,4.0,11.0,34.0,0.15,,,3.6,31,28.6,73,743,0.0
101t,2023-10-13 10:00:00,4.0,10.0,34.0,0.13,,,2.9,49,29.1,72,743,0.0
101t,2023-10-13 11:00:00,3.0,9.0,34.0,0.14,,,2.7,27,30.2,69,742,0.0
101t,2023-10-13 12:00:00,5.0,11.0,35.0,0.13,,,3.3,45,30.4,68,742,0.0
101t,2023-10-14 08:00:00,7.0,14.0,36.0,0.22,1.0,,3.3,22,27.5,79,741,0.0
101t,2023-10-14 09:00:00,7.0,13.0,39.0,0.19,1.0,,3.6,36,28.7,73,742,0.0
101t,2023-10-14 10:00:00,6.0,13.0,40.0,0.17,1.0,,3.3,23,29.5,69,742,0.0
101t,2023-10-14 11:00:00,6.0,14.0,42.0,0.16,1.0,,3.3,21,30.2,67,741,0.0
101t,2023-10-14 12:00:00,6.0,13.0,43.0,0.16,,,3.3,25,30.8,65,740,0.0
101t,2023-10-15 08:00:00,14.0,28.0,42.0,0.24,1.0,,2.9,43,27.7,75,741,0.0
101t,2023-10-15 09:00:00,14.0,28.0,46.0,0.22,1.0,,3.8,45,29.2,68,741,0.0
101t,2023-10-15 10:00:00,12.0,27.0,48.0,0.21,1.0,,4.1,29,30.4,63,741,0.0
101t,2023-10-15 11:00:00,12.0,23.0,48.0,0.22,,,3.3,33,31.2,62,740,0.0
101t,2023-10-15 12:00:00,13.0,24.0,48.0,0.23,,,3.3,32,31.5,62,739,0.0
101t,2023-10-16 08:00:00,22.0,36.0,42.0,0.31,2.0,,3.2,51,26.8,75,742,0.0
101t,2023-10-16 09:00:00,21.0,37.0,47.0,0.31,2.0,,3.7,45,28.1,69,742,0.0
101t,2023-10-16 10:00:00,21.0,37.0,52.0,0.29,1.0,,3.5,44,29.4,65,742,0.0
101t,2023-10-16 11:00:00,20.0,33.0,50.0,0.29,2.0,,3.4,34,30.1,64,741,0.0
101t,2023-10-16 12:00:00,19.0,32.0,51.0,0.3,2.0,,3.4,48,30.3,64,740,0.0
101t,2023-10-17 08:00:00,27.0,41.0,56.0,0.34,1.0,,3.0,21,27.3,72,742,0.0
101t,2023-10-17 09:00:00,27.0,40.0,57.0,0.34,1.0,,3.0,17,28.9,66,742,0.0
101t,2023-10-17 10:00:00,25.0,37.0,58.0,0.3,1.0,,3.0,19,30.3,60,742,0.0
101t,2023-10-17 11:00:00,26.0,40.0,56.0,0.29,1.0,,3.5,35,30.9,57,742,0.0
101t,2023-10-17 12:00:00,23.0,33.0,57.0,0.29,1.0,,3.2,19,31.2,56,741,0.0
101t,2023-10-18 08:00:00,32.0,52.0,51.0,0.45,3.0,,1.5,14,29.4,71,742,0.0
101t,2023-10-18 09:00:00,29.0,48.0,59.0,0.39,2.0,,1.6,330,30.3,67,742,0.0
101t,2023-10-18 10:00:00,26.0,44.0,60.0,0.38,2.0,,1.9,358,31.1,62,742,0.0
101t,2023-10-18 11:00:00,24.0,39.0,60.0,0.35,2.0,,1.7,329,31.8,59,741,0.0
101t,2023-10-18 12:00:00,24.0,39.0,56.0,0.3,1.0,,1.2,321,32.0,59,741,0.0
101t,2023-10-19 08:00:00,27.0,37.0,52.0,0.26,1.0,,1.3,195,29.3,71,742,0.0
101t,2023-10-19 09:00:00,29.0,40.0,53.0,0.27,1.0,,1.2,214,30.3,68,742,0.0
101t,2023-10-19 10:00:00,28.0,46.0,55.0,0.26,2.0,,1.2,291,31.0,64,742,0.0
101t,2023-10-19 11:00:00,27.0,44.0,61.0,0.24,2.0,,1.3,213,31.7,60,741,0.0
101t,2023-10-19 12:00:00,25.0,40.0,59.0,0.22,1.0,,1.7,218,32.4,57,741,0.0
101t,2023-10-20 08:00:00,24.0,37.0,44.0,0.36,3.0,,1.2,40,30.0,70,742,0.0
101t,2023-10-20 09:00:00,24.0,42.0,51.0,0.35,2.0,,1.8,64,31.2,64,742,0.0
101t,2023-10-20 10:00:00,22.0,36.0,51.0,0.34,2.0,,2.8,31,31.8,63,742,0.0
101t,2023-10-20 11:00:00,22.0,33.0,48.0,0.34,1.0,,2.8,44,32.5,60,741,0.0
101t,2023-10-20 12:00:00,20.0,33.0,47.0,0.31,2.0,,3.0,20,33.2,55,740,0.0
101t,2023-10-21 08:00:00,9.0,17.0,36.0,0.29,1.0,,3.3,57,27.0,78,743,0.0
101t,2023-10-21 09:00:00,8.0,19.0,37.0,0.29,1.0,,2.8,53,27.7,77,744,0.0
101t,2023-10-21 10:00:00,8.0,20.0,38.0,0.29,1.0,,2.2,61,28.8,74,744,0.0
101t,2023-10-21 11:00:00,8.0,21.0,37.0,0.29,1.0,,2.7,59,29.6,73,743,0.0
101t,2023-10-21 12:00:00,9.0,23.0,38.0,0.29,1.0,,2.4,61,30.7,68,742,0.0
101t,2023-10-22 08:00:00,11.0,20.0,41.0,0.34,1.0,,3.2,52,25.0,77,745,0.0
101t,2023-10-22 09:00:00,10.0,19.0,41.0,0.34,1.0,,2.9,45,25.5,76,745,0.0
101t,2023-10-22 10:00:00,11.0,22.0,43.0,0.35,1.0,,2.6,21,26.8,73,744,0.0
101t,2023-10-22 11:00:00,11.0,19.0,46.0,0.35,1.0,,2.4,23,27.7,70,744,0.0
101t,2023-10-22 12:00:00,10.0,18.0,49.0,0.35,1.0,,2.1,353,28.7,67,743,0.0
101t,2023-10-23 08:00:00,7.0,18.0,47.0,0.41,2.0,,3.6,47,27.2,72,744,0.0
101t,2023-10-23 09:00:00,6.0,22.0,50.0,0.4,1.0,,3.8,45,28.7,67,744,0.0
101t,2023-10-23 10:00:00,5.0,16.0,53.0,0.39,1.0,,3.5,34,29.9,63,743,0.0
101t,2023-10-23 11:00:00,5.0,14.0,51.0,0.39,1.0,,3.0,23,30.4,63,743,0.0
101t,2023-10-23 12:00:00,4.0,14.0,50.0,0.4,1.0,,2.8,57,30.8,63,742,0.0
101t,2023-10-24 08:00:00,8.0,18.0,35.0,0.39,1.0,,3.6,33,27.0,76,742,0.0
101t,2023-10-24 09:00:00,9.0,29.0,42.0,0.39,2.0,,4.7,32,29.4,66,742,0.0
101t,2023-10-24 10:00:00,7.0,26.0,44.0,0.39,2.0,,4.5,29,30.7,62,742,0.0
101t,2023-10-24 11:00:00,8.0,27.0,43.0,0.39,3.0,,3.7,41,30.8,63,742,0.0
101t,2023-10-24 12:00:00,7.0,28.0,,,,,3.5,52,31.1,62,741,0.0
102t,2023-08-01 08:00:00,15.0,26.0,13.0,0.28,4.0,,1.1,218,26.2,92,744,0.4
102t,2023-08-01 09:00:00,18.0,30.0,15.0,0.25,3.0,,1.6,216,26.7,90,744,0.2
102t,2023-08-01 10:00:00,15.0,27.0,18.0,0.24,3.0,,1.7,226,27.6,86,744,0.2
102t,2023-08-01 11:00:00,19.0,31.0,24.0,0.23,2.0,,2.3,230,28.3,82,744,0.0
102t,2023-08-01 12:00:00,18.0,31.0,29.0,0.24,3.0,,2.5,229,29.0,79,743,0.0
102t,2023-08-02 08:00:00,14.0,26.0,22.0,0.33,4.0,1.0,1.1,209,25.4,93,744,0.2
102t,2023-08-02 09:00:00,18.0,30.0,24.0,0.26,3.0,1.0,1.7,217,26.2,90,744,0.0
102t,2023-08-02 10:00:00,13.0,25.0,24.0,0.23,3.0,1.0,1.7,219,26.7,88,745,0.2
102t,2023-08-02 11:00:00,15.0,27.0,29.0,0.25,3.0,1.0,2.1,220,27.0,86,744,0.0
102t,2023-08-02 12:00:00,17.0,29.0,30.0,0.24,3.0,1.0,2.4,228,27.9,82,743,0.0
102t,2023-08-03 08:00:00,15.0,26.0,17.0,0.3,4.0,1.0,1.8,217,26.0,90,743,0.4
102t,2023-08-03 09:00:00,18.0,30.0,18.0,0.26,4.0,1.0,2.0,218,26.2,89,744,0.2
102t,2023-08-03 10:00:00,18.0,30.0,19.0,0.25,3.0,1.0,2.3,230,26.5,89,744,0.4
102t,2023-08-03 11:00:00,15.0,27.0,20.0,0.26,4.0,1.0,2.4,227,26.8,87,743,0.2
102t,2023-08-03 12:00:00,16.0,28.0,25.0,0.26,4.0,1.0,2.9,230,27.3,84,743,0.0
102t,2023-08-04 08:00:00,15.0,27.0,23.0,0.25,4.0,1.0,2.0,224,26.4,85,746,0.0
102t,2023-08-04 09:00:00,17.0,29.0,23.0,0.22,4.0,1.0,2.0,223,27.3,82,746,0.0
102t,2023-08-04 10:00:00,17.0,30.0,26.0,0.25,4.0,1.0,2.3,228,28.3,78,746,0.0
102t,2023-08-04 11:00:00,22.0,35.0,31.0,0.21,4.0,1.0,2.5,227,29.3,73,745,0.0
102t,2023-08-04 12:00:00,17.0,29.0,33.0,0.23,4.0,1.0,2.6,231,29.9,70,745,0.0
102t,2023-08-05 08:00:00,18.0,30.0,33.0,0.24,3.0,2.0,2.7,237,28.2,78,746,0.0
102t,2023-08-05 09:00:00,12.0,23.0,35.0,0.22,3.0,2.0,2.9,242,29.0,73,746,0.0
102t,2023-08-05 10:00:00,17.0,29.0,36.0,0.22,4.0,2.0,2.9,243,29.2,71,746,0.0
102t,2023-08-05 11:00:00,23.0,36.0,40.0,0.24,4.0,2.0,2.6,243,30.0,68,746,0.0
102t,2023-08-05 12:00:00,22.0,35.0,42.0,0.22,4.0,2.0,2.7,250,30.9,64,745,0.0
102t,2023-08-06 08:00:00,21.0,34.0,29.0,0.29,3.0,1.0,2.2,245,27.8,81,745,0.0
102t,2023-08-06 09:00:00,22.0,36.0,32.0,0.32,5.0,1.0,2.1,252,29.1,75,745,0.0
102t,2023-08-06 10:00:00,21.0,34.0,33.0,0.3,5.0,1.0,2.1,249,29.3,73,744,0.0
102t,2023-08-06 11:00:00,22.0,36.0,35.0,0.28,5.0,1.0,2.2,256,29.4,72,744,0.0
102t,2023-08-06 12:00:00,20.0,33.0,40.0,0.28,4.0,1.0,2.4,258,30.6,68,744,0.0
102t,2023-08-07 08:00:00,15.0,26.0,26.0,0.31,6.0,1.0,2.7,240,27.6,76,744,0.0
102t,2023-08-07 09:00:00,16.0,27.0,28.0,0.27,5.0,1.0,2.3,250,28.5,73,744,0.0
102t,2023-08-07 10:00:00,18.0,31.0,31.0,0.26,6.0,1.0,2.5,239,28.5,73,744,0.0
102t,2023-08-07 11:00:00,14.0,26.0,29.0,0.32,6.0,1.0,2.1,234,28.1,75,744,0.0
102t,2023-08-07 12:00:00,18.0,30.0,31.0,0.32,6.0,1.0,2.3,245,28.6,73,743,0.0
102t,2023-08-08 08:00:00,21.0,34.0,,0.27,5.0,1.0,2.2,220,29.8,73,744,0.2
102t,2023-08-08 09:00:00,15.0,27.0,44.0,0.22,4.0,1.0,2.6,220,31.2,67,744,0.0
102t,2023-08-08 10:00:00,18.0,31.0,46.0,0.22,4.0,1.0,2.7,223,31.9,63,744,0.0
102t,2023-08-08 11:00:00,20.0,33.0,47.0,0.22,5.0,1.0,2.8,234,33.1,58,744,0.0
102t,2023-08-08 12:00:00,20.0,32.0,46.0,0.2,3.0,1.0,3.1,234,33.3,56,743,0.0
102t,2023-08-09 08:00:00,16.0,28.0,29.0,,,,2.0,216,27.5,81,746,0.0
102t,2023-08-09 09:00:00,17.0,30.0,,0.27,4.0,1.0,2.2,223,28.8,75,746,0.0
102t,2023-08-09 10:00:00,17.0,29.0,47.0,0.25,3.0,1.0,2.3,234,31.5,65,746,0.0
102t,2023-08-09 11:00:00,18.0,31.0,47.0,0.27,4.0,1.0,2.2,238,32.9,59,745,0.0
102t,2023-08-09 12:00:00,19.0,32.0,46.0,0.24,3.0,1.0,3.1,262,34.3,53,745,0.0
102t,2023-08-10 08:00:00,20.0,33.0,39.0,0.29,4.0,1.0,2.6,242,31.3,63,745,0.0
102t,2023-08-10 09:00:00,19.0,31.0,47.0,,,,2.4,226,32.8,58,745,0.0
102t,2023-08-10 10:00:00,22.0,35.0,,0.24,5.0,1.0,2.4,229,33.7,54,745,0.0
102t,2023-08-10 11:00:00,19.0,32.0,55.0,0.23,5.0,1.0,2.2,234,34.5,50,744,0.0
102t,2023-08-10 12:00:00,20.0,33.0,56.0,0.25,4.0,1.0,2.2,250,35.4,49,744,0.0
102t,2023-08-11 08:00:00,24.0,38.0,40.0,0.28,4.0,1.0,3.0,228,29.8,69,744,0.0
102t,2023-08-11 09:00:00,24.0,37.0,48.0,0.25,4.0,1.0,3.8,232,29.9,69,744,0.0
102t,2023-08-11 10:00:00,19.0,32.0,51.0,,,,2.9,237,31.5,64,744,0.0
102t,2023-08-11 11:00:00,26.0,39.0,,0.26,4.0,1.0,3.0,233,33.4,59,744,0.0
102t,2023-08-11 12:00:00,24.0,37.0,62.0,0.25,5.0,1.0,2.6,244,34.1,56,743,0.0
102t,2023-08-12 08:00:00,20.0,33.0,42.0,0.28,3.0,1.0,2.2,222,29.2,75,744,0.0
102t,2023-08-12 09:00:00,23.0,36.0,50.0,0.26,4.0,1.0,2.9,232,31.3,66,744,0.0
102t,2023-08-12 10:00:00,24.0,38.0,55.0,0.24,3.0,1.0,3.5,228,32.5,61,743,0.0
102t,2023-08-12 11:00:00,24.0,38.0,56.0,,,,3.0,236,34.1,56,743,0.0
102t,2023-08-12 12:00:00,20.0,33.0,,0.26,5.0,1.0,2.6,240,35.3,52,743,0.0
102t,2023-08-13 08:00:00,18.0,31.0,32.0,0.27,2.0,1.0,2.0,234,28.1,77,744,0.0
102t,2023-08-13 09:00:00,21.0,34.0,37.0,0.28,2.0,1.0,2.5,228,29.4,72,744,0.0
102t,2023-08-13 10:00:00,21.0,34.0,41.0,0.25,3.0,1.0,2.6,233,30.6,68,744,0.0
102t,2023-08-13 11:00:00,20.0,33.0,46.0,0.25,3.0,1.0,2.4,243,32.9,60,743,0.0
102t,2023-08-13 12:00:00,16.0,28.0,46.0,,,,2.2,238,33.1,58,743,0.0
102t,2023-08-14 08:00:00,19.0,32.0,31.0,0.23,3.0,1.0,2.3,226,29.1,76,744,0.0
102t,2023-08-14 09:00:00,20.0,33.0,38.0,0.21,3.0,1.0,2.8,230,30.3,71,744,0.0
102t,2023-08-14 10:00:00,19.0,31.0,43.0,0.2,3.0,1.0,3.0,239,31.7,64,744,0.0
102t,2023-08-14 11:00:00,23.0,36.0,45.0,0.22,3.0,1.0,2.8,239,33.2,60,744,0.0
102t,2023-08-14 12:00:00,20.0,33.0,47.0,0.2,3.0,1.0,2.6,235,33.2,59,743,0.0
102t,2023-08-15 08:00:00,19.0,31.0,26.0,0.38,6.0,1.0,1.6,215,27.8,82,745,0.0
102t,2023-08-15 09:00:00,23.0,37.0,30.0,0.31,4.0,1.0,1.6,208,28.8,78,745,0.0
102t,2023-08-15 10:00:00,19.0,32.0,36.0,0.29,5.0,1.0,1.8,217,30.0,72,745,0.0
102t,2023-08-15 11:00:00,20.0,33.0,41.0,0.3,4.0,1.0,1.9,226,31.6,66,745,0.0
102t,2023-08-15 12:00:00,16.0,28.0,44.0,0.28,3.0,1.0,1.8,211,33.2,60,744,0.0
102t,2023-08-16 08:00:00,17.0,29.0,33.0,0.25,3.0,1.0,2.2,221,29.7,71,745,0.0
102t,2023-08-16 09:00:00,19.0,31.0,40.0,0.22,3.0,1.0,2.3,226,31.1,65,746,0.0
102t,2023-08-16 10:00:00,14.0,26.0,46.0,0.26,4.0,1.0,1.6,225,32.6,61,745,0.0
102t,2023-08-16 11:00:00,17.0,29.0,46.0,0.26,5.0,1.0,1.7,207,33.4,59,745,0.0
102t,2023-08-16 12:00:00,17.0,29.0,52.0,0.23,4.0,1.0,1.9,217,34.3,55,744,0.0
102t,2023-08-17 08:00:00,14.0,26.0,45.0,0.29,4.0,1.0,1.6,254,32.1,64,745,0.0
102t,2023-08-17 09:00:00,12.0,23.0,57.0,0.24,3.0,1.0,1.4,259,32.8,60,745,0.0
102t,2023-08-17 10:00:00,14.0,26.0,62.0,0.24,4.0,1.0,1.4,267,33.4,58,745,0.0
102t,2023-08-17 11:00:00,17.0,29.0,60.0,0.26,5.0,1.0,1.3,243,33.5,58,744,0.0
102t,2023-08-17 12:00:00,17.0,29.0,58.0,0.26,5.0,1.0,1.6,254,33.7,57,744,0.0
102t,2023-08-18 08:00:00,19.0,32.0,44.0,0.37,4.0,1.0,1.5,213,32.0,68,743,0.0
102t,2023-08-18 09:00:00,16.0,29.0,51.0,0.31,4.0,1.0,1.5,218,33.3,62,744,0.0
102t,2023-08-18 10:00:00,22.0,35.0,52.0,0.31,4.0,1.0,1.5,219,33.8,60,744,0.0
102t,2023-08-18 11:00:00,23.0,36.0,55.0,0.28,3.0,1.0,1.4,267,34.3,57,743,0.0
102t,2023-08-18 12:00:00,17.0,29.0,58.0,0.29,3.0,1.0,1.8,218,35.9,51,743,0.0
102t,2023-08-19 08:00:00,23.0,37.0,40.0,0.33,3.0,1.0,1.4,221,32.2,68,744,0.0
102t,2023-08-19 09:00:00,25.0,39.0,51.0,0.32,4.0,1.0,0.9,240,33.7,62,744,0.0
102t,2023-08-19 10:00:00,26.0,39.0,56.0,0.29,3.0,1.0,0.3,206,35.2,56,744,0.0
